date,transect,quadrat,species,cdb,stem_height,num_seed_stems,leaf_1,leaf_2,leaf_3,leaf_4,leaf_5,leaf_6,leaf_7,leaf_8,leaf_9,leaf_10,leaf_11,leaf_12,leaf_13,leaf_14,leaf_15,leaf_16,leaf_17,leaf_18,leaf_19,leaf_20,leaf_21,leaf_22,pistillate_length,pistillate_width,sum_leaf_lengths,num_leaves,longest_leaf,stem area,stem_volume,biomass,biomass_nonnegative,data book ID,Notes
6/30/11,M_4_C,58,s_acutus,2.38,156,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.45,,6.3458,6.3458,1,
6/30/11,M_4_C,58,s_acutus,1.26,167,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.25,,7.1169,7.1169,1,
6/30/11,M_4_C,58,s_acutus,2.56,167,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.15,,0,0,1,
6/30/11,M_4_C,58,s_acutus,2.05,173,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.3,,7.5376,7.5376,1,
6/30/11,M_4_C,58,s_acutus,2.78,173,10,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6.07,,0,0,1,
6/30/11,M_4_C,58,s_acutus,1.4,175,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.54,,7.6778,7.6778,1,
6/30/11,M_4_C,58,s_acutus,2.44,175,7,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.68,,0,0,1,
6/30/11,M_4_C,58,s_acutus,2.09,178,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.43,,0,0,1,
6/30/11,M_4_C,58,s_acutus,2.36,181,8,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.37,,0,0,1,
6/30/11,M_4_C,58,s_acutus,1.88,188,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.78,,8.5891,8.5891,1,
6/30/11,M_4_C,58,s_acutus,2.23,188,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.91,,8.5891,8.5891,1,
6/30/11,M_4_C,58,s_acutus,1.95,190,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.99,,8.7294,8.7294,1,
6/30/11,M_4_C,58,s_acutus,2.64,199,5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.47,,0,0,1,
6/30/11,M_4_C,58,s_acutus,1.94,200,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.96,,9.4304,9.4304,1,
6/30/11,M_4_C,58,s_acutus,2.8,202,6,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6.16,,0,0,1,
6/30/11,M_4_C,58,s_acutus,2.36,211,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.37,,10.2016,10.2016,1,
6/30/11,M_4_C,58,s_acutus,2.43,211,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.64,,10.2016,10.2016,1,
6/30/11,M_4_C,33,t_domingensis,1.91,,,60,77,84,91,,,,,,,,,,,,,,,,,,,,,312,4,91,2.87,,6.7858,6.7858,1,
6/30/11,M_4_C,33,t_domingensis,3.04,,,83,121,132,160,179,191,,,,,,,,,,,,,,,,,,,866,6,191,7.26,,14.5569,14.5569,1,
6/30/11,M_4_C,33,t_domingensis,3.06,,,164,163,200,222,239,276,274,,,,,,,,,,,,,,,,,,1538,7,276,7.35,,44.9321,44.9321,1,
6/30/11,M_4_C,33,t_latifolia,4.64,215,,,,,,,,,,,,,,,,,,,,,,,,38,2,0,0,0,16.91,,118.0889,118.0889,1,
6/30/11,M_4_C,33,t_latifolia,5,312,,,,,,,,,,,,,,,,,,,,,,,,36,1,0,0,0,19.63,,150.8923,150.8923,1,
6/30/11,M_4_C,33,t_latifolia,4.84,324,,,,,,,,,,,,,,,,,,,,,,,,36,2,0,0,0,18.4,,152.7393,152.7393,1,
6/30/11,M_4_C,33,t_latifolia,6.2,,,120,226,234,270,318,345,370,362,393,,,,,,,,,,,,,,,,2638,9,393,30.19,,98.7722,98.7722,1,
6/30/11,M_4_C,27,t_domingensis,3.5,250,,,,,,,,,,,,,,,,,,,,,,,,31,3,0,0,0,9.62,,117.729,117.729,1,
6/30/11,M_4_C,27,t_domingensis,3.73,264,,,,,,,,,,,,,,,,,,,,,,,,30,3,0,0,0,10.93,,125.4837,125.4837,1,
6/30/11,M_4_C,27,t_domingensis,2.78,266,,,,,,,,,,,,,,,,,,,,,,,,27,3,0,0,0,6.07,,105.0009,105.0009,1,
6/30/11,M_4_C,27,t_domingensis,2.9,270,,,,,,,,,,,,,,,,,,,,,,,,25,2,0,0,0,6.61,,103.1724,103.1724,1,
6/30/11,M_4_C,27,t_domingensis,4.06,270,,,,,,,,,,,,,,,,,,,,,,,,29,2,0,0,0,12.95,,123.9958,123.9958,1,
6/30/11,M_4_C,27,t_latifolia,2.36,223,,,,,,,,,,,,,,,,,,,,,,,,22,1,0,0,0,4.37,,48.61,48.61,1,
6/30/11,M_4_C,27,t_latifolia,2.4,268,,,,,,,,,,,,,,,,,,,,,,,,25,1,0,0,0,4.52,,71.9624,71.9624,1,
6/30/11,M_4_C,27,t_latifolia,1.73,,,100,127,164,160,190,,,,,,,,,,,,,,,,,,,,741,5,190,2.35,,10.1611,10.1611,1,
6/30/11,M_4_C,17,s_maritimus,0.35,33,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.1,,-0.2138,0,1,
6/30/11,M_4_C,17,s_maritimus,1,40,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.79,,1.4318,1.4318,1,
6/30/11,M_4_C,17,s_maritimus,0.72,51,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.41,,1.1294,1.1294,1,
6/30/11,M_4_C,17,s_maritimus,0.74,57,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.43,,1.3478,1.3478,1,
6/30/11,M_4_C,17,s_maritimus,1.23,60,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.19,,2.6049,2.6049,1,
6/30/11,M_4_C,17,s_maritimus,0.59,62,4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.27,,1.4904,1.4904,1,
6/30/11,M_4_C,17,s_maritimus,0.92,64,5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.66,,2.3634,2.3634,1,
6/30/11,M_4_C,17,s_maritimus,0.5,67,4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.2,,1.4356,1.4356,1,
6/30/11,M_4_C,17,s_maritimus,0.69,69,5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.37,,1.9979,1.9979,1,
6/30/11,M_4_C,17,s_maritimus,0.81,73,6,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.52,,2.4629,2.4629,1,
6/30/11,M_4_C,17,s_maritimus,1.2,73,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.13,,2.8327,2.8327,1,
6/30/11,M_4_C,17,s_maritimus,1.07,73,5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.9,,2.9573,2.9573,1,
6/30/11,M_4_C,17,s_maritimus,0.97,75,7,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.74,,2.9586,2.9586,1,
6/30/11,M_4_C,17,s_maritimus,0.79,77,14,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.49,,3.1955,3.1955,1,
6/30/11,M_4_C,17,s_maritimus,0.87,81,7,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.59,,2.9107,2.9107,1,
6/30/11,M_4_C,17,s_maritimus,0.71,83,6,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.4,,2.531,2.531,1,
6/30/11,M_4_C,17,s_maritimus,1.1,85,7,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.95,,3.5372,3.5372,1,
6/30/11,M_4_C,17,s_maritimus,1.12,86,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.99,,3.7758,3.7758,1,
6/30/11,M_4_C,17,s_maritimus,1.4,88,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.54,,3.7116,3.7116,1,
6/30/11,M_4_C,17,s_maritimus,1.21,93,8,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.15,,4.0959,4.0959,1,
6/30/11,M_4_C,17,s_maritimus,0.75,98,13,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.44,,3.6331,3.6331,1,
6/30/11,M_4_C,13,s_acutus,1.33,180,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.39,,0,0,1,Total of 5 s_acutus in this quadrat
6/30/11,M_4_C,13,s_acutus,1.18,213,5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.09,,0,0,1,Total of 5 s_acutus in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.57,143,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.94,,5.4344,5.4344,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.36,151,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.45,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,0.44,154,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.15,,6.2056,6.2056,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,2.05,182,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.3,,8.1685,8.1685,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.25,185,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.23,,8.3788,8.3788,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.44,187,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.63,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.46,189,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.67,,8.6592,8.6592,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.65,195,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.14,,9.0799,9.0799,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.25,196,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.23,,9.15,9.15,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.52,202,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.81,,9.5706,9.5706,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.22,205,8,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.17,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,0.78,207,6,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.48,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.45,207,8,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.65,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.75,207,4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.41,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.05,208,7,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.87,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.39,212,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.52,,10.2717,10.2717,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.57,212,7,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.94,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.63,216,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.09,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.15,219,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.04,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.16,230,10,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.06,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.41,241,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.56,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_C,13,s_tabernaemontani,1.49,256,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.74,,0,0,1,Total of 52 s_tabernaemontani in this quadrat
6/30/11,M_4_S,43,s_acutus,0.7,36,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.38,,-2.0668,0,1,
6/30/11,M_4_S,43,s_acutus,1.65,72,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.14,,0.457,0.457,1,
6/30/11,M_4_S,43,s_acutus,1.39,141,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.52,,5.2942,5.2942,1,
6/30/11,M_4_S,43,s_acutus,0.72,173,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.41,,7.5376,7.5376,1,
6/30/11,M_4_S,43,s_acutus,1.2,213,10,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.13,,0,0,1,
6/30/11,M_4_S,43,s_acutus,1.69,219,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.24,,10.7624,10.7624,1,
6/30/11,M_4_S,43,s_acutus,1.3,236,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.33,,11.9542,11.9542,1,
6/30/11,M_4_S,43,s_acutus,1.3,240,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.33,,12.2346,12.2346,1,
6/30/11,M_4_S,43,s_acutus,1.4,250,8,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.54,,0,0,1,
6/30/11,M_4_S,43,s_acutus,2.4,284,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.52,,15.3192,15.3192,1,
6/30/11,M_4_S,43,s_acutus,1.9,290,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.84,,15.7399,15.7399,1,
6/30/11,M_4_S,43,s_acutus,2,313,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.14,,17.3523,17.3523,1,
6/30/11,M_4_S,43,s_acutus,1.65,324,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.14,,18.1234,18.1234,1,
6/30/11,M_4_S,43,s_tabernaemontani,1.4,289,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.54,,0,0,1,
6/30/11,M_4_S,43,s_tabernaemontani,1.3,315,6,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.33,,0,0,1,
6/30/11,M_4_S,43,t_domingensis,4.65,347,,,,,,,,,,,,,,,,,,,,,,,,53,2,0,0,0,16.98,,181.0853,181.0853,1,
6/30/11,M_4_S,43,t_domingensis,2.05,,,65,66,101,93,,,,,,,,,,,,,,,,,,,,,325,4,101,3.3,,4.9922,4.9922,1,
6/30/11,M_4_S,43,t_domingensis,1.22,,,62,85,105,108,,,,,,,,,,,,,,,,,,,,,360,4,108,1.17,,6.1649,6.1649,1,
6/30/11,M_4_S,43,t_domingensis,5.6,,,282,266,316,347,352,363,378,,,,,,,,,,,,,,,,,,2304,7,378,24.63,,86.0214,86.0214,1,
6/30/11,M_4_S,43,t_domingensis,8,,,445,420,454,180,230,260,353,380,410,,,,,,,,,,,,,,,,3132,9,454,50.27,,126.7112,126.7112,1,
6/30/11,M_4_S,37,t_domingensis,3.5,363,,,,,,,,,,,,,,,,,,,,,,,,32,3,0,0,0,9.62,,152.9982,152.9982,1,Total of 11 t_domingensis stems in this quadrat
6/30/11,M_4_S,37,t_domingensis,2.4,,,114,264,300,314,363,,,,,,,,,,,,,,,,,,,,1355,5,363,4.52,,15.6113,15.6113,1,Total of 11 t_domingensis stems in this quadrat
6/30/11,M_4_S,37,t_domingensis,2.4,,,192,219,288,289,326,,,,,,,,,,,,,,,,,,,,1314,5,326,4.52,,22.9134,22.9134,1,Total of 11 t_domingensis stems in this quadrat
6/30/11,M_4_S,37,t_domingensis,3.1,,,156,164,284,356,414,435,,,,,,,,,,,,,,,,,,,1809,6,435,7.55,,29.4641,29.4641,1,Total of 11 t_domingensis stems in this quadrat
6/30/11,M_4_S,37,t_domingensis,4.8,,,173,288,270,354,368,390,,,,,,,,,,,,,,,,,,,1843,6,390,18.1,,46.2078,46.2078,1,Total of 11 t_domingensis stems in this quadrat
6/30/11,M_4_S,37,t_domingensis,4.75,,,207,294,335,348,368,408,426,,,,,,,,,,,,,,,,,,2386,7,426,17.72,,79.2496,79.2496,1,Total of 11 t_domingensis stems in this quadrat
6/30/11,M_4_S,37,t_domingensis,4.4,,,212,224,324,373,390,407,418,424,,,,,,,,,,,,,,,,,2772,8,424,15.21,,109.0191,109.0191,1,Total of 11 t_domingensis stems in this quadrat
6/30/11,M_4_S,35,s_acutus,1.1,145,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.95,,5.5746,5.5746,1,
6/30/11,M_4_S,35,s_acutus,1.75,290,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.41,,15.7399,15.7399,1,
6/30/11,M_4_S,35,t_domingensis,2.85,293,,,,,,,,,,,,,,,,,,,,,,,,18,1,0,0,0,6.38,,86.959,86.959,1,
6/30/11,M_4_S,35,t_domingensis,3.4,340,,,,,,,,,,,,,,,,,,,,,,,,30,2,0,0,0,9.08,,126.494,126.494,1,
6/30/11,M_4_S,35,t_domingensis,5.4,340,,,,,,,,,,,,,,,,,,,,,,,,42,3,0,0,0,22.9,,195.4059,195.4059,1,
6/30/11,M_4_S,35,t_domingensis,3.91,344,,,,,,,,,,,,,,,,,,,,,,,,43,3,0,0,0,12.01,,174.0924,174.0924,1,
6/30/11,M_4_S,35,t_domingensis,3.7,346,,,,,,,,,,,,,,,,,,,,,,,,23,2,0,0,0,10.75,,141.5652,141.5652,1,
6/30/11,M_4_S,35,t_domingensis,4.2,390,,,,,,,,,,,,,,,,,,,,,,,,36,2,0,0,0,13.85,,169.6702,169.6702,1,
6/30/11,M_4_S,35,t_domingensis,2.84,,,255,275,320,351,378,,,,,,,,,,,,,,,,,,,,1579,5,378,6.33,,32.0938,32.0938,1,
6/30/11,M_4_S,35,t_domingensis,4.63,,,294,292,355,357,394,410,492,,,,,,,,,,,,,,,,,,2594,7,492,16.84,,78.8684,78.8684,1,
6/30/11,M_4_S,16,t_domingensis,2.95,284,,,,,,,,,,,,,,,,,,,,,,,,26,1,0,0,0,6.83,,90.097,90.097,1,
6/30/11,M_4_S,16,t_domingensis,2.14,295,,,,,,,,,,,,,,,,,,,,,,,,19,2,0,0,0,3.6,,76.1027,76.1027,1,
6/30/11,M_4_S,16,t_domingensis,2.65,300,,,,,,,,,,,,,,,,,,,,,,,,18,2,0,0,0,5.52,,91.3501,91.3501,1,
6/30/11,M_4_S,16,t_domingensis,3.9,321,,,,,,,,,,,,,,,,,,,,,,,,29,2,0,0,0,11.95,,136.4118,136.4118,1,
6/30/11,M_4_S,16,t_domingensis,2.14,,,178,223,274,275,307,304,,,,,,,,,,,,,,,,,,,1561,6,307,3.6,,44.7722,44.7722,1,
6/30/11,M_4_S,16,t_latifolia,2.45,270,,,,,,,,,,,,,,,,,,,,,,,,16,1,0,0,0,4.71,,66.9089,66.9089,1,
6/30/11,M_4_S,16,t_latifolia,2.9,278,,,,,,,,,,,,,,,,,,,,,,,,17,1,0,0,0,6.61,,75.4435,75.4435,1,
6/30/11,M_4_S,16,t_latifolia,2.85,296,,,,,,,,,,,,,,,,,,,,,,,,19,1,0,0,0,6.38,,81.8107,81.8107,1,
6/30/11,M_4_S,9,s_acutus,1.93,141,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.93,,5.2942,5.2942,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_acutus,0.9,230,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.64,,11.5336,11.5336,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_acutus,0.65,256,6,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.33,,0,0,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_acutus,1.75,270,4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.41,,0,0,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_acutus,1.4,280,4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.54,,0,0,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_acutus,1.5,295,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.77,,0,0,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_acutus,1.3,297,6,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.33,,0,0,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_acutus,1.12,320,5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.99,,0,0,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_tabernaemontani,1,240,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.79,,12.2346,12.2346,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_tabernaemontani,1,334,7,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.79,,0,0,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,s_tabernaemontani,1.1,384,18,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.95,,0,0,1,Total of 22 s_acutus or tabernaemontani stems in this quadrat
6/30/11,M_4_S,9,t_domingensis,3.6,320,,,,,,,,,,,,,,,,,,,,,,,,31,2,0,0,0,10.18,,136.5583,136.5583,1,Total of 13 t_domingensis in this quadrat
6/30/11,M_4_S,9,t_domingensis,3.28,321,,,,,,,,,,,,,,,,,,,,,,,,25,2,0,0,0,8.45,,122.4954,122.4954,1,Total of 13 t_domingensis in this quadrat
6/30/11,M_4_S,9,t_domingensis,4.1,321,,,,,,,,,,,,,,,,,,,,,,,,30,3,0,0,0,13.2,,158.6702,158.6702,1,Total of 13 t_domingensis in this quadrat
6/30/11,M_4_S,9,t_domingensis,3.27,327,,,,,,,,,,,,,,,,,,,,,,,,27,3,0,0,0,8.4,,132.9767,132.9767,1,Total of 13 t_domingensis in this quadrat
6/30/11,M_4_S,9,t_domingensis,3.67,334,,,,,,,,,,,,,,,,,,,,,,,,41,3,0,0,0,10.58,,162.8225,162.8225,1,Total of 13 t_domingensis in this quadrat
6/30/11,M_4_S,9,t_domingensis,1.23,,,170,219,219,250,260,,,,,,,,,,,,,,,,,,,,1118,5,260,1.19,,24.4196,24.4196,1,Total of 13 t_domingensis in this quadrat
6/30/11,M_4_S,9,t_domingensis,2.09,,,180,213,258,293,290,299,,,,,,,,,,,,,,,,,,,1533,6,299,3.43,,44.557,44.557,1,Total of 13 t_domingensis in this quadrat
6/30/11,M_4_S,9,t_domingensis,2.71,,,201,238,250,277,284,294,,,,,,,,,,,,,,,,,,,1544,6,294,5.77,,47.0946,47.0946,1,Total of 13 t_domingensis in this quadrat
7/7/11,C_2,30,s_acutus,1.12,200,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.99,,9.4304,9.4304,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,C_2,30,s_acutus,1.32,211,4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.37,,0,0,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,C_2,30,s_acutus,1.35,224,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.43,,11.1129,11.1129,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,C_2,30,s_acutus,0.58,231,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.26,,11.6037,11.6037,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
