"","date","transect","quadrat","s_acutus","s_americanus","s_tabernaemontani","s_californicus","s_maritimus","t_latifolia","t_domingensis","total_measured","total_biomass"
"41",2011-07-14,"m5",10,0,0,0,1361.95942632265,0,3029.8350104,0,4391.79443672265,18475.0740868987
"42",2011-07-14,"m5",20,0,894.80826378,0,0,0,95.797304,0,990.60556778,4167.20580148266
"43",2011-07-14,"m5",22,0,581.575338436,0,0,0,633.03721324,0,1214.612551676,5109.54171521675
"44",2011-07-14,"m5",25,0,1022.994232684,0,0,0,1994.60272232,0,3017.596955004,12694.2023610974
"45",2011-07-14,"m5",29,0,0,0,0,0,2911.49355496,0,2911.49355496,12247.8544718852
"46",2011-07-21,"m1e",4,262.166015201741,0,6754.51277229923,0,0,2199.6687892,0,9216.34757670097,38770.6452894059
"47",2011-07-21,"m1e",5,0,0,8494.25214693791,769.853105176983,0,0,333.61711056,9597.72236267489,40374.984364757
"48",2011-07-21,"m1e",19,0,374.447301012,0,0,0,0,2413.03238856,2787.479689572,11726.1621696026
"49",2011-07-21,"m1e",55,182.70932,0,100.418161164802,0,0,525.240652,62.672784,871.040917164802,3664.23012488465
"50",2011-07-21,"m1e",58,0,0,0,0,0,4139.386896,0,4139.386896,17413.2648237077
"51",2011-09-23,"m3",12,0,0,0,174.86802,0,128.7627,0,303.63072,1277.29112277043
"52",2011-09-23,"m3",19,0,0,2137.98771680527,0,0,0,1694.06284804,3832.05056484527,16120.3852116291
"53",2011-09-23,"m3",23,0,0,5823.17386367827,0,0,0,0,5823.17386367827,24496.4945655863
"54",2011-09-23,"m3",28,0,1357.206768592,0,0,0,0,0,1357.206768592,5709.39645792924
"55",2011-09-23,"m3",37,0,26.758856552,0,0,0,1540.190444,0,1566.949300552,6591.72573653419
"56",2011-09-23,"m4c",7,0,0,596.645412249313,0,0,272.181504,0,868.826916249313,3654.91643055504
"57",2011-09-23,"m4c",8,0,0,4497.25870406481,0,0,0,0,4497.25870406481,18918.7333202123
"58",2011-09-23,"m4c",17,0,0,0,0,0,179.891888,0,179.891888,756.755810481933
"59",2011-09-23,"m4c",31,0,0,0,0,0,1106.7667,0,1106.7667,4655.86381011752
"60",2011-09-23,"m4c",52,0,0,443.640265096228,0,0,807.885464,0,1251.52572909623,5264.82532364777
"61",2011-09-23,"m4n",2,260.95696,0,0,0,0,374.624248,0,635.581208,2673.71573857252
"62",2011-09-23,"m4n",11,390.462364050924,0,0,0,0,309.695116,0,700.157480050924,2945.37039536171
"63",2011-09-23,"m4n",20,1177.18202357786,0,0,0,0,155.813292,327.22569696,1660.22101253786,6984.09423510096
"64",2011-09-23,"m4n",33,1234.77728130987,0,0,0,0,0,0,1234.77728130987,5194.36919958462
"65",2011-09-23,"m4n",54,1860.62787563586,0,0,0,0,745.838356,0,2606.46623163586,10964.6882221581
"66",2011-09-23,"m4s",7,236.84084,0,0,0,0,0,0,236.84084,996.324424753504
"67",2011-09-23,"m4s",13,0,0,457.665494674933,0,0,121.44672,0,579.112214674933,2436.16617874574
"68",2011-09-23,"m4s",17,0,0,0,0,0,0,4494.7931264,4494.7931264,18908.3613115309
"69",2011-09-23,"m4s",23,0,167.873777144,0,0,0,957.4147748,973.4917248,2098.780276744,8828.99271895407
"70",2011-09-23,"m4s",56,0,0,1341.34758421407,97.59662,0,0,0,1438.94420421407,6053.24342083895
"71",2011-09-26,"c1",21,0,0,0,0,0,41.487112,0,41.487112,174.524896120467
"72",2011-09-26,"c1",36,0,0,0,0,0,209.041292,0,209.041292,879.379354513476
"73",2011-09-26,"c1",46,0,0,0,0,0,1112.299384,0,1112.299384,4679.13829353703
"74",2011-09-26,"c1",49,278.63388,0,0,0,0,940.334656,0,1218.968536,5127.86614598572
"75",2011-09-26,"c1",52,230.96248,0,0,0,0,0,0,230.96248,971.595777255488
"76",2011-09-26,"m1e",10,53.00984,10.7945741,0,124.112,0,0,0,187.9164141,790.512789854671
"77",2011-09-26,"m1e",16,202.81688,0,0,0,0,0,0,202.81688,853.194961208128
"78",2011-09-26,"m1e",24,17.25106,0,0,0,0,0,0,17.25106,72.570475729136
"79",2011-09-26,"m1e",45,26.50492,0,0,23.70072,0,151.197804,0,201.403444,847.249023802967
"80",2011-09-26,"m1e",53,0,0,0,197.57158,0,2047.629296,0,2245.200876,9444.94400221163
"81",2011-09-26,"m1w",19,0,1059.07022672,0,0,0,0,0,1059.07022672,4455.21783494083
"82",2011-09-26,"m1w",21,13.88602,807.23221716,0,0,0,162.889312,0,984.00754916,4139.44974764463
"83",2011-09-26,"m1w",38,0,94.365822312,0,0,0,22.428216,0,116.794038312,491.320470894471
"84",2011-09-26,"m1w",41,0,0,0,0,0,567.402036,0,567.402036,2386.90467033332
"85",2011-09-26,"m1w",49,721.988354899343,0,0,0,0,0,0,721.988354899343,3037.20689545695
"86",2011-09-26,"m5",2,111.89804,0,0,0,0,579.5544518,1546.87047612,2238.32296792,9416.01053021704
"87",2011-09-26,"m5",10,0,0,0,150.04562,0,27.551792,0,177.597412,747.103579554147
"88",2011-09-26,"m5",20,0,821.194351244,0,0,0,0,0,821.194351244,3454.53929995353
"89",2011-09-26,"m5",33,0,45.64812356,0,0,0,152.975364,0,198.62348756,835.554509879934
"90",2011-09-26,"m5",46,0,0,0,0,0,68.010948,0,68.010948,286.103396031869
"91",2011-09-30,"c2",7,222.8303,0,0,0,0,72.049804,0,294.880104,1240.47968242746
"92",2011-09-30,"c2",21,0,366.97729468,0,0,0,0,0,366.97729468,1543.7727801491
"93",2011-09-30,"c2",27,0,234.718545924,0,0,0,207.805812,547.25049536,989.774853284,4163.71121354605
"94",2011-09-30,"c2",31,0,0,1434.53475998211,0,0,0,0,1434.53475998211,6034.69409890661
"95",2011-09-30,"c2",52,1708.4044727871,0,0,0,0,0,0,1708.4044727871,7186.788830828
"96",2011-09-30,"m2",5,115.133330936991,0,0,1670.00091495622,0,1138.3153562,0,2923.44960209321,12298.1502814353
"97",2011-09-30,"m2",15,0,0,0,0,0,631.165444,148.63535808,779.80080208,3280.40799701047
"98",2011-09-30,"m2",27,0,212.63842512,0,0,0,167.414332,493.53418848,873.5869456,3674.94056788133
"99",2011-09-30,"m2",34,0,1452.531202868,0,0,0,0,0,1452.531202868,6110.40019590361
"100",2011-09-30,"m2",46,56.22944,0,0,0,0,2527.093672,0,2583.323112,10867.3314683221
"101",2011-11-14,"c1",5,0,0,191.70368,0,0,164.37434,0,356.07802,1497.92252233131
"102",2011-11-14,"c1",32,0,0,0,0,0,23.861024,0,23.861024,100.376780503014
"103",2011-11-14,"c1",39,0,0,0,0,0,1113.021844,0,1113.021844,4682.17748451401
"104",2011-11-14,"c1",46,0,0,0,0,0,456.482632,0,456.482632,1920.29717398978
"105",2011-11-14,"c1",53,0,0,0,0,0,0,0,0,0
"106",2011-11-14,"c2",5,0,0,1666.09834816862,0,0,0,0,1666.09834816862,7008.81857335865
"107",2011-11-14,"c2",22,0,188.225236544,0,0,0,0,0,188.225236544,791.8119211357
"108",2011-11-14,"c2",31,0,31.673090836,658.702881893998,0,0,0,0,690.375972729998,2904.22227810818
"109",2011-11-14,"m1e",20,0,0,81.8698927159928,0,0,424.301448,0,506.171340715993,2129.32393697629
"110",2011-11-14,"m1e",22,0,16.061384624,47.53642,0,0,0,0,63.597804624,267.538512815579
"111",2011-11-14,"m1e",42,0,0,0,188.46316,0,1057.548712,686.33868,1932.350552,8128.86853527253
"112",2011-11-14,"m1e",48,0,0,58.75322,0,0,0,0,58.75322,247.158674656432
"113",2011-11-14,"m1w",7,0,0,1314.13810084188,3011.8281600593,0,0,0,4325.96626090118,18198.1530144693
"114",2011-11-14,"m1w",8,0,0,1584.69445043374,0,0,0,0,1584.69445043374,6666.37471281754
"115",2011-11-14,"m1w",20,0,329.584111956,61.56788,0,0,0,0,391.151991956,1645.4690980523
"116",2011-11-14,"m1w",27,0,110.97561434,758.411928888622,0,0,0,0,869.387543228622,3657.27483442095
"117",2011-11-14,"m1w",41,0,0,0,0,0,64.8675720000001,0,64.8675720000001,272.880075742243
"118",2011-11-14,"m2",7,0,0,265.88,0,0,45.79224,380.90489672,692.57713672,2913.48197101472
"119",2011-11-14,"m2",22,0,0,885.1919626115,0,0,0,0,885.1919626115,3723.75969003204
"120",2011-11-14,"m2",23,0,0,481.911699638122,0,0,0,0,481.911699638122,2027.2702838072
"121",2011-11-14,"m2",26,0,65.725065204,0,0,0,0,448.27531392,514.000379124,2162.25855327064
"122",2011-11-14,"m2",46,0,0,0,0,0,550.376428,0,550.376428,2315.28260930416
"123",2011-11-14,"m3",7,0,0,70.11546,193.36528,0,164.439796,0,427.920536,1800.14427355692
"124",2011-11-14,"m3",41,0,0,0,0,0,947.091344,0,947.091344,3984.15340234321
"125",2011-11-14,"m3",43,0,0,0,0,0,587.574476,0,587.574476,2471.76459009579
"126",2011-11-14,"m3",48,0,0,0,2499.09992832378,0,2012.8238,0,4511.92372832378,18980.4250531871
"127",2011-11-14,"m4c",1,0,0,881.348768750711,0,0,0,0,881.348768750711,3707.5924280321
"128",2011-11-14,"m4c",11,0,0,688.819945274471,0,0,0,0,688.819945274471,2897.67649757672
"129",2011-11-14,"m4c",35,0,0,0,0,0,372.817704,0,372.817704,1568.34177955002
"130",2011-11-14,"m4c",38,0,0,0,0,0,267.338452,0,267.338452,1124.61950989277
"131",2011-11-14,"m4n",2,0,0,195.76454,0,0,0,0,195.76454,823.527701990224
"132",2011-11-14,"m4n",13,0,0,220.752668601783,0,0,55.1108560000002,0,275.863524601783,1160.48215104855
"133",2011-11-14,"m4n",38,0,0,0,0,0,393.46222,0,393.46222,1655.18759350683
"134",2011-11-14,"m4n",45,0,0,0,0,0,560.184192,0,560.184192,2356.54118120172
"135",2011-11-14,"m4n",56,0,0,311.29758,0,0,0,0,311.29758,1309.54349900405
"136",2011-11-14,"m4s",2,0,0,6546.09672307688,34.6371,0,259.861184,1108.76623264,7949.36123971688,33440.7814307647
"137",2011-11-14,"m4s",12,0,0,605.308987914813,0,0,0,0,605.308987914813,2546.36881537133
"138",2011-11-14,"m4s",36,0,0,0,0,0,1283.397292,0,1283.397292,5398.90024322708
"139",2011-11-14,"m4s",45,0,0,0,0,0,1085.155812,0,1085.155812,4564.95273432919
"140",2011-11-14,"m4s",56,0,0,0,464.29284,0,0,0,464.29284,1953.1525759247
"141",2011-11-14,"m5",12,0,0,0,190.43656,0,0,0,190.43656,801.114352127936
"142",2011-11-14,"m5",17,0,146.692222408,0,0,0,0,614.81895616,761.511178568,3203.46856956818
"143",2011-11-14,"m5",24,0,156.94934832,0,0,0,94.463384,0,251.41273232,1057.62437721649
"144",2011-11-14,"m5",37,0,455.982050396,0,0,0,0,0,455.982050396,1918.19136454134
"145",2011-11-14,"m5",48,0,0,533.423001183162,21.17694,0,0,0,554.599941183162,2333.0497703337
"146",2011-11-18,"c1",5,0,0,621.497882402106,0,0,277.713488,0,899.211370402106,3782.73549168162
"147",2011-11-18,"c1",39,0,0,0,0,0,304.38998,0,304.38998,1280.48512124949
"148",2011-11-18,"c1",46,0,0,0,0,0,17.012056,0,17.012056,71.5650514838336
"149",2011-11-18,"c2",5,0,0,588.240476836385,0,0,0,488.94930784,1077.18978467638,4531.44184325664
"150",2011-11-18,"c2",9,0,0,23.4203,0,0,0,0,23.4203,98.52277556968
"151",2011-11-18,"c2",14,0,0,0,0,0,0,0,0,0
"152",2011-11-18,"c2",22,0,646.31190068,0,0,0,0,0,646.31190068,2718.85681817521
"153",2011-11-18,"c2",31,0,161.490035192,618.047356289373,0,0,58.91702,0,838.454411481373,3527.14763721162
"154",2011-11-18,"m1e",20,0,0,173.699236308883,0,0,0,0,173.699236308883,730.705024081027
"155",2011-11-18,"m1e",22,0,71.367359224,18.93358,0,0,0,0,90.300939224,379.871272737645
"156",2011-11-18,"m1e",42,0,0,0,41.6476,0,784.573584,0,826.221184,3475.68580599511
"157",2011-11-18,"m1e",48,0,0,333.73118,0,0,0,0,333.73118,1403.91549842421
"158",2011-11-18,"m1w",7,0,0,496.726126742752,3811.46523427192,0,0,0,4308.19136101467,18123.3788880793
"159",2011-11-18,"m1w",8,0,0,993.061106524955,43.33012,0,0,0,1036.39122652495,4359.81350423793
"160",2011-11-18,"m1w",20,0,1193.407571596,19.49442,0,0,0,0,1212.901991596,5102.34585833788
"161",2011-11-18,"m1w",27,0,254.543800044,466.531753845522,0,0,0,0,721.075553889522,3033.36699208123
"162",2011-11-18,"m1w",41,0,0,0,0,0,0,0,0,0
"163",2011-11-18,"m2",7,0,0,1028.20629249521,0,0,22.366984,0,1050.57327649521,4419.4734969083
"164",2011-11-18,"m2",22,0,0,1082.46761771684,0,0,0,628.17594016,1710.64355787684,7196.20804739557
"165",2011-11-18,"m2",23,0,0,310.1759,0,0,0,0,310.1759,1304.82489903304
"166",2011-11-18,"m2",26,0,161.013014828,0,0,0,0,1863.01832796,2024.031342788,8514.54446490865
"167",2011-11-18,"m2",46,0,0,0,0,0,234.192768,0,234.192768,985.184712480461
"168",2011-11-18,"m3",7,0,0,459.70561213645,464.093936334169,0,0,0,923.799548470619,3886.17120981979
"169",2011-11-18,"m3",17,0,0,0,0,0,56.728552,0,56.728552,238.641451949331
"170",2011-11-18,"m3",41,0,0,0,0,0,305.735628,0,305.735628,1286.14589313968
"171",2011-11-18,"m3",43,0,0,0,0,0,1408.731492,0,1408.731492,5926.1468309226
"172",2011-11-18,"m3",48,0,0,0,73.20008,0,0,0,73.20008,307.932650458048
"173",2011-11-18,"m4c",1,0,0,809.481100366476,0,0,267.312276,0,1076.79337636648,4529.77426227129
"174",2011-11-18,"m4c",11,0,0,391.36272,0,0,0,0,391.36272,1646.35557310963
"175",2011-11-18,"m4c",20,0,0,0,0,0,0,19.84562,19.84562,83.4850777018719
"176",2011-11-18,"m4c",35,0,0,0,0,0,706.727356,0,706.727356,2973.00806070551
"177",2011-11-18,"m4c",38,0,0,0,0,0,1135.38388,0,1135.38388,4776.24843382333
"178",2011-11-18,"m4n",2,0,0,323.79196,0,0,0,0,323.79196,1362.10392720618
"179",2011-11-18,"m4n",13,0,0,313.215884645798,0,0,415.76237912,0,728.978263765798,3066.61152402713
"180",2011-11-18,"m4n",45,0,0,0,0,0,560.568516,0,560.568516,2358.15792681121
"181",2011-11-18,"m4n",56,0,0,429.5103,0,0,0,0,429.5103,1806.83197447368
"182",2011-11-18,"m4s",2,0,0,0,118.06728,0,0,496.28799736,614.35527736,2584.42407276541
"183",2011-11-18,"m4s",12,0,0,383.80361957469,0,0,0.105396000000042,0,383.90901557469,1614.99988388885
"184",2011-11-18,"m4s",36,0,0,0,0,0,1385.25346,0,1385.25346,5827.38119267058
"185",2011-11-18,"m4s",45,0,0,0,0,0,703.9976,0,703.9976,2961.52472625856
"186",2011-11-18,"m4s",56,0,0,0,211.32262,0,0,0,211.32262,888.976275413072
"187",2011-11-18,"m5",12,0,0,0,51.4623,0,0,0,51.4623,216.48777484488
"188",2011-11-18,"m5",17,0,406.525354252,0,0,0,0,483.82413732,890.349491572,3745.45599914292
"189",2011-11-18,"m5",24,0,301.441497628,0,0,0,0,0,301.441497628,1268.08166497405
"190",2011-11-18,"m5",37,0,623.954371384,0,0,0,0,0,623.954371384,2624.80482733298
"191",2011-11-18,"m5",48,0,0,54.2665,0,0,0,0,54.2665,228.2842747724
"192",2012-01-12,"m4n",9,0,0,0,1053.65904870149,0,0,0,1053.65904870149,4432.45449384422
"193",2012-01-12,"m4n",12,0,0,0,0,0,0,0,0,0
"194",2012-01-12,"m4n",22,0,0,0,0,0,0,0,0,0
"195",2012-01-12,"m4n",38,2.94964,0,0,0,0,189.67652,0,192.62616,810.325398501696
"196",2012-01-12,"m4n",40,0,0,0,0,0,39.196544,0,39.196544,164.889105076327
"197",2012-01-12,"m5",4,0,0,0,0,0,0,0,0,0
"198",2012-01-12,"m5",10,0,0,0,196.47082,0,114.426628,0,310.897448,1307.86025347627
"199",2012-01-12,"m5",23,0,272.62669962,0,0,0,0,0,272.62669962,1146.86571653496
"200",2012-01-12,"m5",26,0,684.830573404,0,0,0,121.827632,0,806.658205404,3393.38972312306
"201",2012-01-12,"m5",45,75.02804,0,0,0,0,72.767424,0,147.795464,621.734961972679
"202",2012-01-18,"c1",8,0,0,113.45604,0,0,0,0,113.45604,477.278427942624
"203",2012-01-18,"c1",11,0,0,142.32884,0,0,0,0,142.32884,598.738374846304
"204",2012-01-18,"c1",32,0,0,0,0,0,164.360204,0,164.360204,691.418277788022
"205",2012-01-18,"c1",34,0,0,0,0,0,11.023528,0,11.023528,46.3729574399167
"206",2012-01-18,"c1",37,0,0,0,0,0,335.698828,0,335.698828,1412.1928536376
"207",2012-01-18,"c2",12,0,0,105.17842,91.58328,0,30.765044,0,227.526744,957.142578669446
"208",2012-01-18,"c2",25,0,142.590174944,0,0,0,0,0,142.590174944,599.837739245403
"209",2012-01-18,"c2",29,0,39.407241312,104.88754,0,0,0,0,144.294781312,607.008550491592
"210",2012-01-18,"c2",41,0,0,0,0,0,315.020024,0,315.020024,1325.20279947341
"211",2012-01-18,"c2",46,0,0,0,645.16374,0,923.280088,0,1568.443828,6598.0128034096
"212",2012-01-18,"m1e",8,0,0,297.16252,0,0,0,0,297.16252,1250.08118024451
"213",2012-01-18,"m1e",14,0,0,1410.0331171809,0,0,0,0,1410.0331171809,5931.6224108927
"214",2012-01-18,"m1e",25,0,0,910.023413144569,0,0,0,0,910.023413144569,3828.21878867464
"215",2012-01-18,"m1e",26,0,0,566.127488465189,0,0,0,0,566.127488465189,2381.54299859021
"216",2012-01-18,"m1e",36,0,0,0,0,0,493.254028,0,493.254028,2074.98434689072
"217",2012-01-18,"m1w",10,144.02182,0,0,0,0,0,0,144.02182,605.860277152592
"218",2012-01-18,"m1w",16,0,874.553765156,0,0,0,0,0,874.553765156,3679.00771245813
"219",2012-01-18,"m1w",37,0,0,0,0,0,0,0,0,0
"220",2012-01-18,"m1w",39,0,0,0,0,0,62.439036,0,62.439036,262.663891180521
"221",2012-01-18,"m1w",41,0,0,0,0,0,780.436792,0,780.436792,3283.08343208828
"222",2012-01-18,"m2",15,0,0,0,0,0,75.969112,0,75.969112,319.581208259667
"223",2012-01-18,"m2",19,0,0,0,0,0,0,0,0,0
"224",2012-01-18,"m2",30,0,276.794945916,0,0,0,0,0,276.794945916,1164.40038493545
"225",2012-01-18,"m2",42,0,0,0,0,0,2762.345816,0,2762.345816,11620.4308602201
"226",2012-01-18,"m2",49,474.51248,0,0,0,0,691.685048,0,1166.197528,4905.87299569432
"227",2012-01-18,"m3",11,0,0,420.231633446171,205.0184,0,0,0,625.250033446171,2630.25532209886
"228",2012-01-18,"m3",15,0,0,343.254421769668,0,0,45.261528,0,388.515949769667,1634.37999190437
"229",2012-01-18,"m3",19,307.8871509355,0,0,0,0,5.18289999999999,0,313.0700509355,1316.99979786367
"230",2012-01-18,"m3",31,0,900.794449488,0,0,0,99.1789520000001,0,999.973401488,4206.61370735865
"231",2012-01-18,"m3",46,0,0,0,347.0459,0,1985.992216,0,2333.038116,9814.45116835297
"232",2012-01-18,"m4c",2,178.36804,0,0,0,0,130.785132,0,309.153172,1300.5225629736
"233",2012-01-18,"m4c",3,292.50944,0,0,0,0,0,0,292.50944,1230.50694948966
"234",2012-01-18,"m4c",33,0,0,0,0,0,63.496744,0,63.496744,267.113378501446
"235",2012-01-18,"m4c",37,0,0,0,0,0,88.088016,0,88.088016,370.56211196041
"236",2012-01-18,"m4c",48,0,0,0,0,0,914.639896,0,914.639896,3847.63906528454
"237",2012-01-18,"m4s",1,47.68186,0,0,239.64504,0,45.710964,0,333.037864,1400.99890825812
"238",2012-01-18,"m4s",7,0,0,0,0,0,0,0,0,0
"239",2012-01-18,"m4s",10,113.86098,0,0,0,0,0,0,113.86098,478.981899407088
"240",2012-01-18,"m4s",24,0,577.975712616,0,0,0,823.356676,0,1401.332388616,5895.02083330008
"241",2012-01-18,"m4s",50,1745.48052,0,0,1646.33941537352,0,85.32896,0,3477.14889537352,14627.4112731795
"242",2012-03-07,"c1",1,0,0,0,0,0,0,35.81326,35.81326,150.656557661456
"243",2012-03-07,"c1",25,0,0,0,0,0,0,74.80172,74.80172,314.670310448032
"244",2012-03-07,"c1",42,43.89096,0,0,0,0,223.373316,0,267.264276,1124.30747181467
"245",2012-03-07,"c1",47,0,0,0,0,0,109.976336,0,109.976336,462.640268045402
"246",2012-03-07,"c1",49,111.20222,0,0,0,0,1.27387200000004,168.141964,280.618056,1180.48315999743
"247",2012-03-07,"c2",28,0,0,0,0,0,75.969112,0,75.969112,319.581208259667
"248",2012-03-07,"c2",31,61.28746,3.803165056,0,0,0,33.752448,0,98.843073056,415.805685807345
"249",2012-03-07,"c2",34,0,0,0,0,0,235.409672,0,235.409672,990.303893690003
"250",2012-03-07,"c2",44,0,0,292.665729078695,0,0,30.711396,0,323.377125078695,1360.35883052295
"251",2012-03-07,"c2",50,0,0,0,0,0,156.770132,0,156.770132,659.48892759978
"252",2012-03-07,"m1e",15,700.827208119974,0,0,0,0,0,0,700.827208119974,2948.18775757482
"253",2012-03-07,"m1e",16,350.558899791213,0,0,0,0,0,0,350.558899791213,1474.70509805953
"254",2012-03-07,"m1e",17,75.5430557321448,0,0,0,0,0,0,75.5430557321448,317.78890645064
"255",2012-03-07,"m1e",36,0,27.7702138,0,0,0,0,0,27.7702138,116.821669309933
"256",2012-03-07,"m1e",39,0,20.34211992,0,1234.19036811811,0,16.803056,0,1271.33554403811,5348.15977929503
"257",2012-03-07,"m1w",4,0,0,0,785.696,0,0,0,785.696,3305.2074770176
"258",2012-03-07,"m1w",15,0,602.545666272,0,0,0,0,0,602.545666272,2534.74427947548
"259",2012-03-07,"m1w",25,256.2212,0,0,0,0,0,0,256.2212,1077.85228130272
"260",2012-03-07,"m1w",42,303.3213,0,0,0,0,42.230428,0,345.551728,1453.64130030184
"261",2012-03-07,"m1w",48,57.77698,0,0,0,0,417.709416,0,475.486396,2000.24079450494
"262",2012-03-07,"m2",4,0,0,41.2322,0,0,47.764392,0,88.996592,374.384241879155
"263",2012-03-07,"m2",21,0,0,235.2933,0,0,34.466156,0,269.759456,1134.80400939727
"264",2012-03-07,"m2",23,0,0,56.6553,0,0,124.458816,0,181.114116,761.897388298569
"265",2012-03-07,"m2",43,0,0,0,0,0,0,188.409644,188.409644,792.587672701686
"266",2012-03-07,"m2",45,0,0,0,0,0,0,55.875572,55.875572,235.053199147043
"267",2012-03-07,"m3",2,0,0,0,0,0,91.968412,0,91.968412,386.885873151747
"268",2012-03-07,"m3",15,0,0,0,0,0,159.33744,0,159.33744,670.288887886464
"269",2012-03-07,"m3",22,253.28202,0,0,0,0,164.795276,0,418.077296,1758.73646386198
"270",2012-03-07,"m3",43,0,0,0,0,0,186.887876,0,186.887876,786.186012298826
"271",2012-03-07,"m3",52,0,0,0,30.15038,0,1591.836196,0,1621.986576,6823.25245211555
"272",2012-03-07,"m4c",13,221.555652114179,0,0,0,0,0,0,221.555652114179,932.023833573412
"273",2012-03-07,"m4c",21,0,0,0,0,0,87.9555200000001,0,87.9555200000001,370.004737645312
"274",2012-03-07,"m4c",22,0,0,0,0,0,435.688804,0,435.688804,1832.82324542018
