date,transect,quadrat,species,cdb,stem_height,num_seed_stems,leaf_1,leaf_2,leaf_3,leaf_4,leaf_5,leaf_6,leaf_7,leaf_8,leaf_9,leaf_10,leaf_11,leaf_12,leaf_13,leaf_14,leaf_15,leaf_16,leaf_17,leaf_18,leaf_19,leaf_20,leaf_21,leaf_22,pistillate_length,pistillate_width,data book ID,Notes
7/1/11,m4c,58,s_acutus,2.44,175,7,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,2.09,178,9,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,2.36,181,8,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,1.88,188,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,2.23,188,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,1.95,190,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,2.64,199,5,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,1.94,200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,2.8,202,6,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,2.36,211,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,58,s_acutus,2.43,211,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,33,t_domingensis,1.91,,,60,77,84,91,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,33,t_domingensis,3.04,,,83,121,132,160,179,191,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,33,t_domingensis,3.06,,,164,163,200,222,239,276,274,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,33,t_latifolia,4.64,215,,,,,,,,,,,,,,,,,,,,,,,,38,2,1,real date was 6/30/11
7/1/11,m4c,33,t_latifolia,5,312,,,,,,,,,,,,,,,,,,,,,,,,36,1,1,real date was 6/30/11
7/1/11,m4c,33,t_latifolia,4.84,324,,,,,,,,,,,,,,,,,,,,,,,,36,2,1,real date was 6/30/11
7/1/11,m4c,33,t_latifolia,6.2,,,120,226,234,270,318,345,370,362,393,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,27,t_domingensis,3.5,250,,,,,,,,,,,,,,,,,,,,,,,,31,3,1,real date was 6/30/11
7/1/11,m4c,27,t_domingensis,3.73,264,,,,,,,,,,,,,,,,,,,,,,,,30,3,1,real date was 6/30/11
7/1/11,m4c,27,t_domingensis,2.78,266,,,,,,,,,,,,,,,,,,,,,,,,27,3,1,real date was 6/30/11
7/1/11,m4c,27,t_domingensis,2.9,270,,,,,,,,,,,,,,,,,,,,,,,,25,2,1,real date was 6/30/11
7/1/11,m4c,27,t_domingensis,4.06,270,,,,,,,,,,,,,,,,,,,,,,,,29,2,1,real date was 6/30/11
7/1/11,m4c,27,t_latifolia,2.36,223,,,,,,,,,,,,,,,,,,,,,,,,22,1,1,real date was 6/30/11
7/1/11,m4c,27,t_latifolia,2.4,268,,,,,,,,,,,,,,,,,,,,,,,,25,1,1,real date was 6/30/11
7/1/11,m4c,27,t_latifolia,1.73,,,100,127,164,160,190,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.35,33,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,1,40,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.72,51,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.74,57,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,1.23,60,1,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.59,62,4,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.92,64,5,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.5,67,4,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.69,69,5,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.81,73,6,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,1.2,73,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,1.07,73,5,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.97,75,7,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.79,77,14,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.87,81,7,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.71,83,6,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,1.1,85,7,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,1.12,86,9,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,1.4,88,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,1.21,93,8,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,17,s_maritimus,0.75,98,13,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_acutus,1.33,180,12,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_acutus,1.18,213,5,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.57,143,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.36,151,9,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,0.44,154,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,2.05,182,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.25,185,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.44,187,12,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.46,189,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.65,195,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.25,196,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.52,202,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.22,205,8,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,0.78,207,6,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.45,207,8,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.75,207,4,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.05,208,7,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.39,212,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.57,212,7,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.63,216,9,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.15,219,9,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.16,230,10,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.41,241,12,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4c,13,s_tabernaemontani,1.49,256,12,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,0.7,36,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,1.65,72,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,1.39,141,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,0.72,173,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,1.2,213,10,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,1.69,219,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,1.3,236,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,1.3,240,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,1.4,250,8,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,2.4,284,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,1.9,290,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,2,313,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_acutus,1.65,324,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_tabernaemontani,1.4,289,12,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,s_tabernaemontani,1.3,315,6,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,t_domingensis,4.65,347,,,,,,,,,,,,,,,,,,,,,,,,53,2,1,real date was 6/30/11
7/1/11,m4s,43,t_domingensis,2.05,,,65,66,101,93,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,t_domingensis,1.22,,,62,85,105,108,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,t_domingensis,5.6,,,282,266,316,347,352,363,378,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,43,t_domingensis,8,,,445,420,454,180,230,260,353,380,410,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,37,t_domingensis,3.5,363,,,,,,,,,,,,,,,,,,,,,,,,32,3,1,real date was 6/30/11
7/1/11,m4s,37,t_domingensis,2.4,,,114,264,300,314,363,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,37,t_domingensis,2.4,,,192,219,288,289,326,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,37,t_domingensis,3.1,,,156,164,284,356,414,435,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,37,t_domingensis,4.8,,,173,288,270,354,368,390,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,37,t_domingensis,4.75,,,207,294,335,348,368,408,426,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,37,t_domingensis,4.4,,,212,224,324,373,390,407,418,424,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,35,s_acutus,1.1,145,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,35,s_acutus,1.75,290,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,35,t_domingensis,2.85,293,,,,,,,,,,,,,,,,,,,,,,,,18,1,1,real date was 6/30/11
7/1/11,m4s,35,t_domingensis,3.4,340,,,,,,,,,,,,,,,,,,,,,,,,30,2,1,real date was 6/30/11
7/1/11,m4s,35,t_domingensis,5.4,340,,,,,,,,,,,,,,,,,,,,,,,,42,3,1,real date was 6/30/11
7/1/11,m4s,35,t_domingensis,3.91,344,,,,,,,,,,,,,,,,,,,,,,,,43,3,1,real date was 6/30/11
7/1/11,m4s,35,t_domingensis,3.7,346,,,,,,,,,,,,,,,,,,,,,,,,23,2,1,real date was 6/30/11
7/1/11,m4s,35,t_domingensis,4.2,390,,,,,,,,,,,,,,,,,,,,,,,,36,2,1,real date was 6/30/11
7/1/11,m4s,35,t_domingensis,2.84,,,255,275,320,351,378,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,35,t_domingensis,4.63,,,294,292,355,357,394,410,492,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,16,t_domingensis,2.95,284,,,,,,,,,,,,,,,,,,,,,,,,26,1,1,real date was 6/30/11
7/1/11,m4s,16,t_domingensis,2.14,295,,,,,,,,,,,,,,,,,,,,,,,,19,2,1,real date was 6/30/11
7/1/11,m4s,16,t_domingensis,2.65,300,,,,,,,,,,,,,,,,,,,,,,,,18,2,1,real date was 6/30/11
7/1/11,m4s,16,t_domingensis,3.9,321,,,,,,,,,,,,,,,,,,,,,,,,29,2,1,real date was 6/30/11
7/1/11,m4s,16,t_domingensis,2.14,,,178,223,274,275,307,304,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,16,t_latifolia,2.45,270,,,,,,,,,,,,,,,,,,,,,,,,16,1,1,real date was 6/30/11
7/1/11,m4s,16,t_latifolia,2.9,278,,,,,,,,,,,,,,,,,,,,,,,,17,1,1,real date was 6/30/11
7/1/11,m4s,16,t_latifolia,2.85,296,,,,,,,,,,,,,,,,,,,,,,,,19,1,1,real date was 6/30/11
7/1/11,m4s,9,s_acutus,1.93,141,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_acutus,0.9,230,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_acutus,0.65,256,6,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_acutus,1.75,270,4,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_acutus,1.4,280,4,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_acutus,1.5,295,9,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_acutus,1.3,297,6,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_acutus,1.12,320,5,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_tabernaemontani,1,240,0,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_tabernaemontani,1,334,7,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,s_tabernaemontani,1.1,384,18,,,,,,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,t_domingensis,3.6,320,,,,,,,,,,,,,,,,,,,,,,,,31,2,1,real date was 6/30/11
7/1/11,m4s,9,t_domingensis,3.28,321,,,,,,,,,,,,,,,,,,,,,,,,25,2,1,real date was 6/30/11
7/1/11,m4s,9,t_domingensis,4.1,321,,,,,,,,,,,,,,,,,,,,,,,,30,3,1,real date was 6/30/11
7/1/11,m4s,9,t_domingensis,3.27,327,,,,,,,,,,,,,,,,,,,,,,,,27,3,1,real date was 6/30/11
7/1/11,m4s,9,t_domingensis,3.67,334,,,,,,,,,,,,,,,,,,,,,,,,41,3,1,real date was 6/30/11
7/1/11,m4s,9,t_domingensis,1.23,,,170,219,219,250,260,,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,t_domingensis,2.09,,,180,213,258,293,290,299,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/1/11,m4s,9,t_domingensis,2.71,,,201,238,250,277,284,294,,,,,,,,,,,,,,,,,,,1,real date was 6/30/11
7/7/11,c2,30,s_acutus,1.12,200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.32,211,4,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.35,224,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,0.58,231,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,0.5,240,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.63,242,2,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,0.74,243,5,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.4,256,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.13,257,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.89,263,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.8,265,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.03,273,1,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.13,287,13,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.23,330,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.76,367,12,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_acutus,1.15,370,19,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.39,42,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.69,45,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.38,66,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.56,80,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.62,109,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.52,115,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.38,118,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.79,121,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.35,135,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.4,136,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.42,141,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.42,143,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.42,147,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.56,148,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.42,150,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.43,151,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.71,151,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.61,152,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.32,156,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.54,158,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.42,162,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.52,167,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.67,175,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.39,177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.54,177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.3,182,1,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.58,188,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.67,189,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
7/7/11,c2,30,s_americanus,0.4,191,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"30 SAM stem count in first half of quadrat, 50 SAM in second half"
